Shipping_Country,Shipping_State,Shipping_City,City_Join_Key,State_Join_Key,order_weight,revenue_weight,level
US,Idaho,Eagle,eagle,idaho,0.0005399302999067393,0.0005221093482169837,country
CA,Ontario,Ottawa,ottawa,ontario,0.014218009478672985,0.01849706567540387,country
US,Delaware,Middletown,middletown,delaware,0.0005890148726255338,0.0005180008970299096,country
US,Rhode Island,Warwick,warwick,rhode island,0.0005399302999067393,0.0005031389271684884,country
US,Mississippi,Southaven,southaven,mississippi,0.0004908457271879448,0.0004874205782997354,country
US,Rhode Island,Cranston,cranston,rhode island,0.0005399302999067393,0.00048181075378968036,country
US,Maine,Falmouth,falmouth,maine,0.0004908457271879448,0.00048166441054159196,country
US,Wyoming,Sheridan,sheridan,wyoming,0.0003435920090315614,0.00047566433736996795,country
US,Mississippi,Jackson,jackson,mississippi,0.0004908457271879448,0.0004629270546659783,country
US,North Dakota,West Fargo,west fargo,north dakota,0.0003435920090315614,0.000456325348141102,country
US,West Virginia,Charleston,charleston,west virginia,0.00044176115446915035,0.00044352302399351754,country
CA,Ontario,Markham,markham,ontario,0.018957345971563982,0.015656674956765343,country
US,New Hampshire,Exeter,exeter,new hampshire,0.0004908457271879448,0.0004334144996348194,country
US,Nebraska,Papillion,papillion,nebraska,0.0003435920090315614,0.00043137653440218106,country
US,Rhode Island,East Greenwich,east greenwich,rhode island,0.0004908457271879448,0.00042889411930497793,country
CA,British Columbia,Victoria,victoria,british columbia,0.01263823064770932,0.01525355010263289,country
US,Vermont,Burlington,burlington,vermont,0.00039267658175035585,0.0004214739746148666,country
US,Montana,Kalispell,kalispell,montana,0.0002454228635939724,0.0004180809793073357,country
US,Mississippi,Hattiesburg,hattiesburg,mississippi,0.0004908457271879448,0.00041642242249566725,country
US,Wyoming,Rock Springs,rock springs,wyoming,0.0002945074363127669,0.0003785466218422718,country
US,Vermont,Stowe,stowe,vermont,0.0002945074363127669,0.0003757606800082928,country
US,New Mexico,Los Alamos,los alamos,new mexico,0.0002454228635939724,0.0003741238036778226,country
US,South Dakota,Rapid City,rapid city,south dakota,0.0003435920090315614,0.0003693757782953993,country
UK,England,Swindon,swindon,england,0.021645021645021644,0.04140511697069461,country
