Shipping_Country,Shipping_State,Shipping_City,City_Join_Key,State_Join_Key,order_weight,revenue_weight,level
CA,Newfoundland and Labrador,St. John'S,st. john's,newfoundland and labrador,0.5,0.515032744592181,state
CA,Quebec,Brossard,brossard,quebec,0.023255813953488372,0.030485021103881762,state
CA,Quebec,Brossard,brossard,quebec,0.023255813953488372,0.02941878171841266,state
US,Illinois,Evanston,evanston,illinois,0.0011682242990654205,0.0012463161892742704,state
CA,New Brunswick,Fredericton,fredericton,new brunswick,0.16666666666666666,0.17097155985658094,state
US,Louisiana,Lafayette,lafayette,louisiana,0.0037313432835820895,0.0032274939052676253,state
CA,Newfoundland and Labrador,Paradise,paradise,newfoundland and labrador,0.5,0.484967255407819,state
US,Connecticut,Greenwich,greenwich,connecticut,0.004694835680751174,0.004299400320793116,state
US,West Virginia,Charleston,charleston,west virginia,0.017857142857142856,0.01607833553834616,state
UK,Wales,Port Talbot,port talbot,wales,0.1,0.10282849824661691,state
CA,Saskatchewan,Regina,regina,saskatchewan,0.16666666666666666,0.1427934506879852,state
UK,Scotland,Barrhead,barrhead,scotland,0.058823529411764705,0.05991808534303398,state
UK,Wales,Merthyr Tydfil,merthyr tydfil,wales,0.1,0.0979476073741027,state
US,Pennsylvania,Pittsburgh,pittsburgh,pennsylvania,0.0018083182640144665,0.001820904366814729,state
UK,Northern Ireland,Belfast,belfast,northern ireland,0.2,0.214211253606148,state
US,Hawaii,Kailua,kailua,hawaii,0.003816793893129771,0.0031424947750129505,state
CA,Manitoba,Headingley,headingley,manitoba,0.16666666666666666,0.1525429717172788,state
US,Kentucky,Lexington,lexington,kentucky,0.004149377593360996,0.003790370648358683,state
UK,Scotland,Balerno,balerno,scotland,0.058823529411764705,0.05533819238167519,state
US,Alaska,Fairbanks,fairbanks,alaska,0.027777777777777776,0.025502846299810245,state
CA,Nova Scotia,Dartmouth,dartmouth,nova scotia,0.125,0.117746183692543,state
UK,Wales,Clarbeston Road,clarbeston road,wales,0.1,0.08947200633196654,state
UK,Northern Ireland,Craigavon,craigavon,northern ireland,0.2,0.1959320225944871,state
US,Washington,Vancouver,vancouver,washington,0.0016611295681063123,0.0015685695370586488,state
US,Minnesota,Minnetonka,minnetonka,minnesota,0.003703703703703704,0.00355925668219308,state
US,Nevada,Henderson,henderson,nevada,0.002688172043010753,0.0035280304659947572,state
US,Louisiana,Shreveport,shreveport,louisiana,0.0037313432835820895,0.0026379251918894823,state
US,Ohio,Dublin,dublin,ohio,0.0024330900243309003,0.001957578451940494,state
US,Alabama,Mobile,mobile,alabama,0.004484304932735426,0.003578046588924442,state
UK,Wales,Cwmbran,cwmbran,wales,0.1,0.08773511273318897,state
US,Iowa,West Des Moines,west des moines,iowa,0.012345679012345678,0.010786878099286143,state
US,Rhode Island,Warwick,warwick,rhode island,0.011627906976744186,0.010519421338828197,state
CA,Ontario,Kingston,kingston,ontario,0.00425531914893617,0.004072992738415152,state
US,Iowa,Iowa City,iowa city,iowa,0.012345679012345678,0.010686066154433,state
CA,Manitoba,Winnipeg,winnipeg,manitoba,0.16666666666666666,0.1378274771671348,state
UK,Wales,Swansea,swansea,wales,0.1,0.08439324150516121,state
UK,Wales,Llanidloes,llanidloes,wales,0.1,0.0840634515813427,state
US,Washington,Bellevue,bellevue,washington,0.0016611295681063123,0.0014812860750536463,state
US,Illinois,Wilmette,wilmette,illinois,0.0011682242990654205,0.0009531687554572648,state
US,Utah,Park City,park city,utah,0.011363636363636364,0.008747087872471672,state
US,Colorado,Denver,denver,colorado,0.003125,0.0027366940517791235,state
UK,Northern Ireland,Dromara,dromara,northern ireland,0.2,0.1823559359014764,state
US,Minnesota,Minneapolis,minneapolis,minnesota,0.003703703703703704,0.0033336731121225683,state
US,Oklahoma,Oklahoma City,oklahoma city,oklahoma,0.0031446540880503146,0.0027776645230638075,state
US,New Mexico,Santa Fe,santa fe,new mexico,0.008547008547008548,0.006409271117148663,state
US,Oklahoma,Broken Arrow,broken arrow,oklahoma,0.0031446540880503146,0.0027428232546933785,state
US,North Carolina,Raleigh,raleigh,north carolina,0.0017421602787456446,0.0013864035391796252,state
US,West Virginia,Huntington,huntington,west virginia,0.017857142857142856,0.01244132840084605,state
US,New Jersey,Hoboken,hoboken,new jersey,0.002840909090909091,0.0024107946970382227,state
US,Arizona,Tucson,tucson,arizona,0.002793296089385475,0.0022739508062429273,state
US,Michigan,Ann Arbor,ann arbor,michigan,0.005076142131979695,0.003567366353014166,state
US,Maryland,Bethesda,bethesda,maryland,0.003048780487804878,0.002483335201013301,state
US,Wyoming,Cheyenne,cheyenne,wyoming,0.03225806451612903,0.02303408654239872,state
US,Virginia,Arlington,arlington,virginia,0.0015384615384615385,0.0012693967926423935,state
US,Idaho,Boise,boise,idaho,0.012195121951219513,0.008638969513758204,state
US,Michigan,Grand Rapids,grand rapids,michigan,0.005076142131979695,0.0035668786080930537,state
US,Georgia,Alpharetta,alpharetta,georgia,0.0018315018315018315,0.0013290088506920266,state
US,Hawaii,Ewa Beach,ewa beach,hawaii,0.003816793893129771,0.002580875654239831,state
US,Alaska,Anchorage,anchorage,alaska,0.027777777777777776,0.021850474383301708,state
US,New Jersey,Westfield,westfield,new jersey,0.005681818181818182,0.0023305004201520938,state
CA,Alberta,Wainwright,wainwright,alberta,0.011494252873563218,0.010853498428515032,state
UK,Scotland,Aboyne,aboyne,scotland,0.058823529411764705,0.04534748302168252,state
US,Montana,Bozeman,bozeman,montana,0.02127659574468085,0.015595471684464656,state
US,Delaware,Middletown,middletown,delaware,0.006622516556291391,0.005186870953748208,state
US,South Carolina,Mount Pleasant,mount pleasant,south carolina,0.003389830508474576,0.002316044218376141,state
US,Idaho,Kuna,kuna,idaho,0.012195121951219513,0.007776608274178895,state
US,Maryland,Baltimore,baltimore,maryland,0.003048780487804878,0.002235103554364768,state
US,Missouri,Saint Louis,saint louis,missouri,0.0038314176245210726,0.0025668866059745544,state
US,South Carolina,Charleston,charleston,south carolina,0.003389830508474576,0.002208249607148528,state
US,Missouri,Kansas City,kansas city,missouri,0.0038314176245210726,0.002555750438486595,state
US,Montana,Missoula,missoula,montana,0.02127659574468085,0.014037959002830197,state
US,Kansas,Leawood,leawood,kansas,0.012738853503184714,0.003972880539176645,state
CA,Alberta,West Baptiste,west baptiste,alberta,0.011494252873563218,0.0061941296543957195,state
US,New Hampshire,Manchester,manchester,new hampshire,0.013157894736842105,0.005733169472489606,state
