Date,Region,City,State,Lat,Lon,Umbrella_Revenue,Umbrella_Units,Non_Umbrella_Revenue,Non_Umbrella_Units,Observed_Precip_In,Is_Rainy,Verified_Match
2026-09-04,US,Morristown,New Jersey,40.7968,-74.4815,34.35,0,0.0,0.0,0.1535433070866141,False,False
2026-09-04,US,Mount Pleasant,South Carolina,32.7941,-79.8626,35.6,0,0.0,0.0,0.0472440944881889,False,False
2026-09-04,US,Myrtle Beach,South Carolina,33.6891,-78.8867,41.72,0,0.0,0.0,0.0236220472440944,False,False
2026-09-04,US,Naperville,Illinois,41.7859,-88.1473,51.36,0,0.0,0.0,0.1889763779527559,False,False
2026-09-04,US,Naples,Florida,26.1423,-81.796,129.07,0,0.0,0.0,0.1377952755905512,False,False
2026-09-04,US,Nashua,New Hampshire,42.7654,-71.4676,14.57,0,0.0,0.0,0.0,False,False
2026-09-04,US,Nashville,Tennessee,36.1659,-86.7844,120.06,1,0.0,0.0,0.0669291338582677,False,False
2026-09-04,US,New Canaan,Connecticut,41.1468,-73.4948,28.19,0,0.0,0.0,0.34251968503937,True,True
2026-09-04,US,New Castle,Delaware,39.6595,-75.5636,16.72,0,0.0,0.0,0.3937007874015747,True,True
2026-09-04,US,New Orleans,Louisiana,29.9546,-90.0751,54.58,0,0.0,0.0,0.4488188976377953,True,True
2026-09-04,US,New York,New York,40.7143,-74.006,1324.8,93,0.0,0.0,0.3307086614173228,True,True
2026-09-04,US,Newark,Delaware,39.6837,-75.7497,18.1,0,0.0,0.0,0.4409448818897637,True,True
2026-09-04,US,Norman,Oklahoma,35.2226,-97.4395,19.35,0,0.0,0.0,0.0,False,False
2026-09-04,US,North Las Vegas,Nevada,36.1989,-115.1175,3.59,0,0.0,0.0,0.0,False,False
2026-09-04,US,Norwalk,Connecticut,41.1176,-73.4079,23.06,0,0.0,0.0,0.3937007874015747,True,True
2026-09-04,US,Oakland,California,37.8044,-122.2708,113.23,2,0.0,0.0,0.3307086614173228,True,True
2026-09-04,US,Oklahoma City,Oklahoma,35.4676,-97.5164,38.88,0,0.0,0.0,0.0,False,False
2026-09-04,US,Olathe,Kansas,38.8814,-94.8191,19.56,0,0.0,0.0,0.0,False,False
2026-09-04,US,Omaha,Nebraska,41.2563,-95.9404,39.35,0,0.0,0.0,0.0,False,False
2026-09-04,US,Orlando,Florida,28.5383,-81.3792,165.13,2,0.0,0.0,0.2204724409448818,True,True
2026-09-04,US,Overland Park,Kansas,38.9822,-94.6708,36.77,0,0.0,0.0,0.0,False,False
2026-09-04,US,Paducah,Kentucky,37.0834,-88.6,14.08,0,0.0,0.0,0.0039370078740157,False,False
2026-09-04,US,Papillion,Nebraska,41.1544,-96.0422,6.3,0,0.0,0.0,0.0,False,False
2026-09-04,US,Park City,Utah,40.6461,-111.498,12.22,0,0.0,0.0,0.0,False,False
2026-09-04,US,Philadelphia,Pennsylvania,39.9524,-75.1636,184.8,2,0.0,0.0,0.1456692913385827,False,False
2026-09-04,US,Phoenix,Arizona,33.4484,-112.074,77.76,0,0.0,0.0,0.0236220472440944,False,False
2026-09-04,US,Pittsburgh,Pennsylvania,40.4406,-79.9959,114.92,1,0.0,0.0,0.3543307086614173,True,True
2026-09-04,US,Plymouth,Michigan,42.3714,-83.4702,18.25,0,0.0,0.0,0.4173228346456692,True,True
2026-09-04,US,Plymouth,Minnesota,45.0105,-93.4555,20.56,0,0.0,0.0,0.2401574803149606,True,True
2026-09-04,US,Portland,Maine,43.6574,-70.2589,15.38,0,0.0,0.0,0.0433070866141732,False,False
2026-09-04,US,Portland,Oregon,45.5234,-122.6762,173.02,2,0.0,0.0,0.3267716535433071,True,True
2026-09-04,US,Portsmouth,New Hampshire,43.077,-70.7577,8.82,0,0.0,0.0,0.0275590551181102,False,False
2026-09-04,US,Princeton,New Jersey,40.3487,-74.659,25.66,0,0.0,0.0,0.1456692913385827,False,False
2026-09-04,US,Providence,Rhode Island,41.824,-71.4128,24.98,0,0.0,0.0,0.0196850393700787,False,False
2026-09-04,US,Raleigh,North Carolina,35.7721,-78.6386,113.84,0,0.0,0.0,0.0826771653543307,False,False
2026-09-04,US,Rapid City,South Dakota,44.0805,-103.231,5.34,0,0.0,0.0,0.0,False,False
2026-09-04,US,Reading,Massachusetts,42.5256,-71.0953,160.88,8,0.0,0.0,0.0196850393700787,False,False
2026-09-04,US,Reno,Nevada,39.5296,-119.8138,33.480000000000004,0,0.0,0.0,0.1338582677165354,False,False
2026-09-04,US,Richmond,Virginia,37.5538,-77.4603,79.77,0,0.0,0.0,0.7874015748031495,True,True
2026-09-04,US,Rock Springs,Wyoming,41.5875,-109.2029,5.53,0,0.0,0.0,0.0,False,False
2026-09-04,US,Rockville,Maryland,39.084,-77.1528,34.81,0,0.0,0.0,0.0551181102362204,False,False
2026-09-04,US,Rogers,Arkansas,36.332,-94.1185,17.38,0,0.0,0.0,0.0,False,False
2026-09-04,US,Saint Charles,Missouri,38.7839,-90.4812,19.0,0,0.0,0.0,0.0,False,False
2026-09-04,US,Saint Louis,Missouri,38.6517,-90.2053,85.15,0,0.0,0.0,0.0039370078740157,False,False
2026-09-04,US,Saint Paul,Minnesota,44.9444,-93.0933,44.55,0,0.0,0.0,0.2755905511811024,True,True
2026-09-04,US,Salem,Oregon,44.9429,-123.0351,17.91,0,0.0,0.0,0.3779527559055118,True,True
2026-09-04,US,Salt Lake City,Utah,40.7608,-111.891,28.6,0,0.0,0.0,0.0,False,False
2026-09-04,US,San Antonio,Texas,29.4241,-98.4936,129.73,1,0.0,0.0,0.0511811023622047,False,False
2026-09-04,US,San Diego,California,32.7157,-117.1647,209.19,2,0.0,0.0,0.0,False,False
2026-09-04,US,San Francisco,California,37.7749,-122.4194,422.29,14,0.0,0.0,0.1417322834645669,False,False
2026-09-04,US,San Jose,California,37.3394,-121.895,165.95000000000002,2,0.0,0.0,0.1062992125984252,False,False
2026-09-04,US,Sandy,Utah,40.5916,-111.8841,9.95,0,0.0,0.0,0.0,False,False
2026-09-04,US,Santa Fe,New Mexico,35.687,-105.9378,17.15,0,0.0,0.0,0.0787401574803149,False,False
2026-09-04,US,Savannah,Georgia,32.0835,-81.0998,54.1,0,0.0,0.0,0.0708661417322834,False,False
2026-09-04,US,Scarborough,Maine,43.5781,-70.3217,10.15,0,0.0,0.0,0.0433070866141732,False,False
2026-09-04,US,Scottsdale,Arizona,33.5092,-111.899,63.27,0,0.0,0.0,0.0196850393700787,False,False
2026-09-04,US,Seattle,Washington,47.6062,-122.3321,260.71,3,0.0,0.0,0.0157480314960629,False,False
2026-09-04,US,Sheridan,Wyoming,44.7972,-106.9562,6.94,0,0.0,0.0,0.0,False,False
2026-09-04,US,Shreveport,Louisiana,32.5251,-93.7502,49.14,0,0.0,0.0,0.0118110236220472,False,False
2026-09-04,US,Silver Spring,Maryland,38.9907,-77.0261,37.27,0,0.0,0.0,0.0551181102362204,False,False
2026-09-04,US,Sioux Falls,South Dakota,43.55,-96.7003,10.23,0,0.0,0.0,0.0,False,False
2026-09-04,US,Sitka,Alaska,57.0532,-135.3309,2.72,0,0.0,0.0,0.0,False,False
2026-09-04,US,Somerville,Massachusetts,42.3876,-71.0995,30.89,0,0.0,0.0,0.0196850393700787,False,False
2026-09-04,US,South Burlington,Vermont,44.467,-73.171,7.91,0,0.0,0.0,0.0944881889763779,False,False
2026-09-04,US,South Jordan,Utah,40.5622,-111.9297,15.41,0,0.0,0.0,0.0,False,False
2026-09-04,US,Southaven,Mississippi,34.989,-90.0126,7.09,0,0.0,0.0,0.0984251968503936,False,False
2026-09-04,US,Spokane,Washington,47.6569,-117.425,16.4,0,0.0,0.0,0.0787401574803149,False,False
2026-09-04,US,Springfield,Missouri,37.2153,-93.2982,19.19,0,0.0,0.0,0.0,False,False
2026-09-04,US,Stamford,Connecticut,41.0534,-73.5387,27.46,0,0.0,0.0,0.2401574803149606,True,True
2026-09-04,US,Staten Island,New York,40.5623,-74.1399,84.09,0,0.0,0.0,0.6062992125984252,True,True
2026-09-04,US,Stowe,Vermont,44.4653,-72.6846,5.5,0,0.0,0.0,0.1496062992125984,False,False
2026-09-04,US,Tacoma,Washington,47.2529,-122.4443,37.81,0,0.0,0.0,0.1771653543307086,False,False
2026-09-04,US,Tampa,Florida,27.9475,-82.4584,117.82,0,0.0,0.0,0.1496062992125984,False,False
2026-09-04,US,Tijeras,New Mexico,35.0809,-106.3881,4.93,0,0.0,0.0,0.0196850393700787,False,False
2026-09-04,US,Tucson,Arizona,32.2217,-110.9265,68.11,0,0.0,0.0,0.1062992125984252,False,False
2026-09-04,US,Tulsa,Oklahoma,36.154,-95.9928,76.15,0,0.0,0.0,0.0,False,False
2026-09-04,US,Vancouver,Washington,45.6387,-122.6615,45.980000000000004,0,0.0,0.0,0.2480314960629921,True,True
2026-09-04,US,Virginia Beach,Virginia,36.8529,-75.978,81.03999999999999,0,0.0,0.0,0.0590551181102362,False,False
2026-09-04,US,Warwick,Rhode Island,41.7001,-71.4162,7.85,0,0.0,0.0,0.0433070866141732,False,False
2026-09-04,US,Washington,District of Columbia,38.8951,-77.0364,298.11,3,0.0,0.0,0.0551181102362204,False,False
2026-09-04,US,Wasilla,Alaska,61.5809,-149.4415,1.77,0,0.0,0.0,0.0,False,False
2026-09-04,US,Waukesha,Wisconsin,43.0117,-88.2315,11.21,0,0.0,0.0,0.2677165354330708,True,True
2026-09-04,US,West Chester,Pennsylvania,39.961,-75.608,29.75,0,0.0,0.0,0.1692913385826771,False,False
2026-09-04,US,West Des Moines,Iowa,41.5772,-93.7113,9.34,0,0.0,0.0,0.0,False,False
2026-09-04,US,West Fargo,North Dakota,46.875,-96.9004,6.66,0,0.0,0.0,0.0,False,False
2026-09-04,US,West Lafayette,Indiana,40.4259,-86.9081,15.5,0,0.0,0.0,0.1535433070866141,False,False
2026-09-04,US,Westfield,New Jersey,40.659,-74.3474,31.33,0,0.0,0.0,0.2283464566929133,True,True
2026-09-04,US,Wheeling,West Virginia,40.064,-80.7209,9.72,0,0.0,0.0,0.1653543307086614,False,False
2026-09-04,US,Whitefish Bay,Wisconsin,43.1133,-87.9001,11.370000000000001,0,0.0,0.0,0.2755905511811024,True,True
2026-09-04,US,Wichita,Kansas,37.6922,-97.3375,39.4,0,0.0,0.0,0.0,False,False
2026-09-04,US,Wilmette,Illinois,42.0722,-87.7228,27.76,0,0.0,0.0,0.1574803149606299,False,False
2026-09-04,US,Wilmington,Delaware,39.746,-75.5466,46.99,0,0.0,0.0,0.2795275590551181,True,True
2026-09-04,US,Wilmington,North Carolina,34.2356,-77.946,53.18,0,0.0,0.0,0.0275590551181102,False,False
2026-09-05,CAN,Blainville,Quebec,45.6668,-73.8825,2.47,0,0.0,0.0,0.0393700787401574,False,False
2026-09-05,CAN,Brossard,Quebec,45.4501,-73.4658,1.7799999999999998,0,0.0,0.0,0.0629921259842519,False,False
2026-09-05,CAN,Burnaby,British Columbia,49.2664,-122.9526,23.18,0,0.0,0.0,0.0196850393700787,False,False
2026-09-05,CAN,Calgary,Alberta,51.0501,-114.0853,37.81,0,0.0,0.0,0.0551181102362204,False,False
2026-09-05,CAN,Cote-Saint-Luc,Quebec,45.4654,-73.6659,1.51,0,0.0,0.0,0.0551181102362204,False,False
2026-09-05,CAN,Dartmouth,Nova Scotia,44.6713,-63.5772,0.73,0,0.0,0.0,0.0590551181102362,False,False
2026-09-05,CAN,Dieppe,New Brunswick,46.0784,-64.6874,2.81,0,0.0,0.0,0.7834645669291338,True,True
2026-09-05,CAN,Dorval,Quebec,45.4473,-73.7534,1.67,0,0.0,0.0,0.0629921259842519,False,False
2026-09-05,CAN,Edmonton,Alberta,53.5501,-113.4687,16.2,0,0.0,0.0,0.4488188976377953,True,True
2026-09-05,CAN,Fredericton,New Brunswick,45.9454,-66.6656,0.8500000000000001,0,0.0,0.0,0.0748031496062992,False,False
2026-09-05,CAN,Guelph,Ontario,43.5459,-80.256,6.8100000000000005,0,0.0,0.0,0.0,False,False
2026-09-05,CAN,Halifax,Nova Scotia,44.6427,-63.5769,5.4399999999999995,0,0.0,0.0,0.0629921259842519,False,False
2026-09-05,CAN,Headingley,Manitoba,49.8753,-97.409,0.75,0,0.0,0.0,0.0551181102362204,False,False
2026-09-05,CAN,Kingston,Ontario,44.2298,-76.481,4.78,0,0.0,0.0,0.0118110236220472,False,False
2026-09-05,CAN,Markham,Ontario,43.8668,-79.2663,8.98,0,0.0,0.0,0.0157480314960629,False,False
2026-09-05,CAN,Moncton,New Brunswick,46.0945,-64.7965,1.35,0,0.0,0.0,0.6968503937007874,True,True
2026-09-05,CAN,Montreal,Quebec,45.5088,-73.5878,22.189999999999998,0,0.0,0.0,0.0511811023622047,False,False
2026-09-05,CAN,North Vancouver,British Columbia,49.3164,-123.0693,17.39,0,0.0,0.0,0.0354330708661417,False,False
2026-09-05,CAN,Ottawa,Ontario,45.4112,-75.6981,36.44,0,0.0,0.0,0.0629921259842519,False,False
2026-09-05,CAN,Paradise,Newfoundland and Labrador,47.5333,-52.9667,0.8500000000000001,0,0.0,0.0,0.1417322834645669,False,False
2026-09-05,CAN,Regina,Saskatchewan,50.4501,-104.6178,0.8,0,0.0,0.0,0.0433070866141732,False,False
2026-09-05,CAN,Saskatoon,Saskatchewan,52.1324,-106.6689,3.84,0,0.0,0.0,0.0472440944881889,False,False
2026-09-05,CAN,St. Albert,Alberta,53.6334,-113.6353,1.97,0,0.0,0.0,0.3976377952755905,True,True
2026-09-05,CAN,St. John'S,Newfoundland and Labrador,47.5649,-52.7093,0.9199999999999999,0,0.0,0.0,0.1496062992125984,False,False
2026-09-05,CAN,Surrey,British Columbia,49.1064,-122.8251,26.75,0,0.0,0.0,0.0551181102362204,False,False
2026-09-05,CAN,Toronto,Ontario,43.7064,-79.3986,111.79,5,0.0,0.0,0.0,False,False
2026-09-05,CAN,Vancouver,British Columbia,49.2497,-123.1193,85.5,1,0.0,0.0,0.0078740157480314,False,False
2026-09-05,CAN,Victoria,British Columbia,48.4359,-123.3516,20.21,0,0.0,0.0,0.0,False,False
2026-09-05,CAN,Wainwright,Alberta,52.8348,-110.8534,0.62,0,0.0,0.0,0.0236220472440944,False,False
2026-09-05,CAN,West Baptiste,Alberta,54.7502,-113.5688,0.36,0,0.0,0.0,0.0118110236220472,False,False
2026-09-05,CAN,Winnipeg,Manitoba,49.8844,-97.147,4.17,0,0.0,0.0,0.0590551181102362,False,False
2026-09-05,CAN,Yellow Grass,Saskatchewan,49.8001,-104.1678,1.03,0,0.0,0.0,0.0551181102362204,False,False
2026-09-05,UK,Aberdare,Wales,51.7144,-3.4492,0.69,0,0.0,0.0,0.0,False,False
2026-09-05,UK,Aberdeen,Scotland,57.1437,-2.0981,0.73,0,0.0,0.0,0.0,False,False
2026-09-05,UK,Aboyne,Scotland,57.0755,-2.7802,0.28,0,0.0,0.0,0.0,False,False
2026-09-05,UK,Balerno,Scotland,55.8844,-3.3398,0.35,0,0.0,0.0,0.0,False,False
2026-09-05,UK,Banchory,Scotland,57.0517,-2.4882,0.44,0,0.0,0.0,0.0,False,False
2026-09-05,UK,Barrhead,Scotland,55.7992,-4.3928,0.37,0,0.0,0.0,0.0078740157480314,False,False
2026-09-05,UK,Belfast,Northern Ireland,54.5968,-5.9254,0.35,0,0.0,0.0,0.0039370078740157,False,False
2026-09-05,UK,Birmingham,England,52.4814,-1.8998,1.5,0,0.0,0.0,0.0,False,False
2026-09-05,UK,Brighton,England,50.8284,-0.1395,1.22,0,0.0,0.0,0.0,False,False
2026-09-05,UK,Bristol,England,51.4552,-2.5966,5.23,0,0.0,0.0,0.0,False,False
2026-09-05,UK,Cardiff,Wales,51.48,-3.18,0.98,0,0.0,0.0,0.0,False,False
2026-09-05,UK,Clarbeston Road,Wales,51.8514,-4.8806,0.33,0,0.0,0.0,0.0,False,False
2026-09-05,UK,Craigavon,Northern Ireland,54.4471,-6.387,0.33,0,0.0,0.0,0.0196850393700787,False,False
2026-09-05,UK,Cwmbran,Wales,51.6545,-3.0228,0.32,0,0.0,0.0,0.0,False,False
2026-09-05,UK,Dromara,Northern Ireland,54.3667,-6.0167,0.30000000000000004,0,0.0,0.0,0.0157480314960629,False,False
2026-09-05,UK,Dunfermline,Scotland,56.0716,-3.4589,0.73,0,0.0,0.0,0.0039370078740157,False,False
2026-09-05,UK,Edinburgh,Scotland,55.9521,-3.1965,1.45,0,0.0,0.0,0.0,False,False
2026-09-05,UK,Glasgow,Scotland,55.8652,-4.2576,1.84,0,0.0,0.0,0.0078740157480314,False,False
2026-09-05,UK,Hove,England,50.8309,-0.1672,1.5,0,0.0,0.0,0.0,False,False
2026-09-05,UK,Llanidloes,Wales,52.4498,-3.54,0.31,0,0.0,0.0,0.0118110236220472,False,False
2026-09-05,UK,London,England,51.5085,-0.1257,38.82,2,0.0,0.0,0.0,False,False
2026-09-05,UK,Manchester,England,53.481,-2.2374,1.43,0,0.0,0.0,0.0236220472440944,False,False
2026-09-05,UK,Merthyr Tydfil,Wales,51.7479,-3.3778,0.36,0,0.0,0.0,0.0,False,False
2026-09-05,UK,Newry,Northern Ireland,54.1784,-6.3374,0.6799999999999999,0,0.0,0.0,0.0039370078740157,False,False
2026-09-05,UK,Port Talbot,Wales,51.5924,-3.7802,0.38,0,0.0,0.0,0.0,False,False
2026-09-05,UK,Sheffield,England,53.383,-1.4659,2.25,0,0.0,0.0,0.0,False,False
2026-09-05,UK,Swansea,Wales,51.6214,-3.9436,0.31,0,0.0,0.0,0.0,False,False
2026-09-05,UK,Swindon,England,51.558,-1.7812,2.75,0,0.0,0.0,0.0,False,False
2026-09-05,US,Aberdeen,South Dakota,45.4647,-98.4865,1.4200000000000002,0,0.0,0.0,0.0118110236220472,False,False
2026-09-05,US,Albuquerque,New Mexico,35.0845,-106.6511,50.66,0,0.0,0.0,0.0118110236220472,False,False
2026-09-05,US,Alexandria,Virginia,38.8048,-77.0469,137.87,0,0.0,0.0,0.0236220472440944,False,False
2026-09-05,US,Alpharetta,Georgia,34.0754,-84.2941,43.06,0,0.0,0.0,0.1377952755905512,False,False
2026-09-05,US,Ames,Iowa,42.0347,-93.6199,7.78,0,0.0,0.0,0.0354330708661417,False,False
2026-09-05,US,Anchorage,Alaska,61.2181,-149.9003,12.43,0,0.0,0.0,0.1811023622047244,False,False
2026-09-05,US,Ann Arbor,Michigan,42.2776,-83.7409,44.86,0,0.0,0.0,0.1929133858267716,False,False
2026-09-05,US,Annapolis,Maryland,38.9786,-76.4918,31.419999999999998,0,0.0,0.0,0.2795275590551181,True,True
2026-09-05,US,Appleton,Wisconsin,44.2619,-88.4154,9.879999999999999,0,0.0,0.0,0.1299212598425196,False,False
2026-09-05,US,Arlington,Virginia,38.881,-77.1043,98.98,0,0.0,0.0,0.0157480314960629,False,False
2026-09-05,US,Astoria,New York,40.772,-73.9301,44.47,0,0.0,0.0,0.0078740157480314,False,False
2026-09-05,US,Atlanta,Georgia,33.749,-84.388,195.83,1,0.0,0.0,0.0,False,False
2026-09-05,US,Aurora,Colorado,39.7294,-104.8319,21.83,0,0.0,0.0,0.0078740157480314,False,False
2026-09-05,US,Austin,Texas,30.2672,-97.7431,251.97,3,0.0,0.0,0.0039370078740157,False,False
2026-09-05,US,Baltimore,Maryland,39.2904,-76.6122,60.46,0,0.0,0.0,0.4133858267716535,True,True
2026-09-05,US,Bangor,Maine,44.7988,-68.7726,4.83,0,0.0,0.0,0.0551181102362204,False,False
2026-09-05,US,Barrington,Rhode Island,41.7407,-71.3087,12.8,0,0.0,0.0,0.0472440944881889,False,False
2026-09-05,US,Baton Rouge,Louisiana,30.4433,-91.1875,67.88,0,0.0,0.0,0.7637795275590551,True,True
2026-09-05,US,Beaverton,Oregon,45.4871,-122.8037,19.63,0,0.0,0.0,0.0511811023622047,False,False
2026-09-05,US,Bellevue,Nebraska,41.1367,-95.8908,4.04,0,0.0,0.0,0.0157480314960629,False,False
2026-09-05,US,Bellevue,Washington,47.6104,-122.2007,44.19,0,0.0,0.0,0.0551181102362204,False,False
2026-09-05,US,Bentonville,Arkansas,36.3728,-94.2088,22.66,0,0.0,0.0,0.0039370078740157,False,False
2026-09-05,US,Berkley,Massachusetts,41.8459,-71.0828,16.96,0,0.0,0.0,0.0275590551181102,False,False
2026-09-05,US,Bethesda,Maryland,38.9807,-77.1003,63.2,0,0.0,0.0,0.0118110236220472,False,False
2026-09-05,US,Billings,Montana,45.7833,-108.5007,10.38,0,0.0,0.0,0.0,False,False
2026-09-05,US,Birmingham,Alabama,33.5207,-86.8025,60.49,0,0.0,0.0,0.0314960629921259,False,False
2026-09-05,US,Bismarck,North Dakota,46.8083,-100.7837,4.45,0,0.0,0.0,0.0,False,False
2026-09-05,US,Bloomfield Hills,Michigan,42.5836,-83.2455,29.46,0,0.0,0.0,0.0472440944881889,False,False
2026-09-05,US,Bloomington,Indiana,39.1653,-86.5264,23.88,0,0.0,0.0,0.0354330708661417,False,False
2026-09-05,US,Boca Raton,Florida,26.3587,-80.0831,97.67,0,0.0,0.0,0.610236220472441,True,True
2026-09-05,US,Boise,Idaho,43.6135,-116.2034,27.05,0,0.0,0.0,0.1614173228346456,False,False
2026-09-05,US,Boston,Massachusetts,42.3584,-71.0598,161.61,0,0.0,0.0,0.1299212598425196,False,False
2026-09-05,US,Bowling Green,Kentucky,36.9903,-86.4436,11.1,0,0.0,0.0,0.1023622047244094,False,False
2026-09-05,US,Bozeman,Montana,45.6796,-111.0386,8.01,0,0.0,0.0,0.0078740157480314,False,False
2026-09-05,US,Broken Arrow,Oklahoma,36.0526,-95.7908,14.42,0,0.0,0.0,0.0,False,False
2026-09-05,US,Bronx,New York,40.8499,-73.8664,73.72,0,0.0,0.0,0.0,False,False
2026-09-05,US,Brooklyn,New York,40.6501,-73.9496,636.7,36,0.0,0.0,0.0157480314960629,False,False
2026-09-05,US,Burlington,Vermont,44.4759,-73.2121,5.9,0,0.0,0.0,0.3897637795275591,True,True
2026-09-05,US,Cambridge,Massachusetts,42.3751,-71.1056,58.1,0,0.0,0.0,0.1299212598425196,False,False
2026-09-05,US,Carmel,Indiana,39.9784,-86.118,44.17,0,0.0,0.0,0.2834645669291338,True,True
2026-09-05,US,Carson City,Nevada,39.1638,-119.7674,3.62,0,0.0,0.0,0.0,False,False
2026-09-05,US,Casper,Wyoming,42.8666,-106.3131,1.69,0,0.0,0.0,0.0,False,False
2026-09-05,US,Cedar Rapids,Iowa,42.0083,-91.6441,16.21,0,0.0,0.0,0.1496062992125984,False,False
2026-09-05,US,Chapel Hill,North Carolina,35.9132,-79.0558,38.08,0,0.0,0.0,0.1968503937007873,False,False
2026-09-05,US,Charleston,South Carolina,32.7763,-79.9328,52.36,0,0.0,0.0,0.0157480314960629,False,False
2026-09-05,US,Charleston,West Virginia,38.3498,-81.6326,6.88,0,0.0,0.0,0.1141732283464566,False,False
2026-09-05,US,Charlotte,North Carolina,35.2271,-80.8431,171.89,0,0.0,0.0,0.0708661417322834,False,False
2026-09-05,US,Chattanooga,Tennessee,35.0456,-85.3097,29.89,0,0.0,0.0,0.0354330708661417,False,False
2026-09-05,US,Chesterfield,Missouri,38.6631,-90.5771,25.11,0,0.0,0.0,0.0,False,False
2026-09-05,US,Cheyenne,Wyoming,41.14,-104.8202,8.2,0,0.0,0.0,0.0039370078740157,False,False
2026-09-05,US,Chicago,Illinois,41.85,-87.65,478.43,29,0.0,0.0,0.1614173228346456,False,False
2026-09-05,US,Cincinnati,Ohio,39.1271,-84.5144,120.89,0,0.0,0.0,0.0393700787401574,False,False
2026-09-05,US,Cleveland,Ohio,41.4995,-81.6954,24.38,0,0.0,0.0,0.0314960629921259,False,False
2026-09-05,US,Cody,Wyoming,44.5263,-109.0565,2.24,0,0.0,0.0,0.0,False,False
2026-09-05,US,Coeur D'Alene,Idaho,47.6777,-116.7805,1.69,0,0.0,0.0,0.0,False,False
2026-09-05,US,Colorado Springs,Colorado,38.8339,-104.8214,47.22,0,0.0,0.0,0.0472440944881889,False,False
2026-09-05,US,Columbia,South Carolina,34.0007,-81.0348,37.51,0,0.0,0.0,0.1023622047244094,False,False
2026-09-05,US,Columbus,Ohio,39.9612,-82.9988,100.81,0,0.0,0.0,0.1692913385826771,False,False
2026-09-05,US,Cordova,Alaska,60.5432,-145.7587,4.79,0,0.0,0.0,0.2480314960629921,True,True
2026-09-05,US,Cranston,Rhode Island,41.7798,-71.4373,6.78,0,0.0,0.0,0.0393700787401574,False,False
2026-09-05,US,Dallas,Texas,32.7831,-96.8067,244.46,2,0.0,0.0,0.0078740157480314,False,False
2026-09-05,US,Dayton,Ohio,39.759,-84.1916,38.480000000000004,0,0.0,0.0,0.1771653543307086,False,False
2026-09-05,US,Decatur,Georgia,33.7748,-84.2963,32.48,0,0.0,0.0,0.0,False,False
2026-09-05,US,Denver,Colorado,39.7392,-104.9847,91.41,0,0.0,0.0,0.0,False,False
2026-09-05,US,Des Moines,Iowa,41.6005,-93.6091,11.06,0,0.0,0.0,0.1496062992125984,False,False
2026-09-05,US,Dickinson,North Dakota,46.8792,-102.7896,4.23,0,0.0,0.0,0.0,False,False
2026-09-05,US,Downers Grove,Illinois,41.8089,-88.0112,23.52,0,0.0,0.0,0.1377952755905512,False,False
2026-09-05,US,Doylestown,Pennsylvania,40.3101,-75.1299,26.35,0,0.0,0.0,0.0039370078740157,False,False
2026-09-05,US,Dublin,Ohio,40.0992,-83.1141,26.490000000000002,0,0.0,0.0,0.1929133858267716,False,False
2026-09-05,US,Durham,North Carolina,35.994,-78.8986,36.3,0,0.0,0.0,0.1377952755905512,False,False
2026-09-05,US,Eagle,Idaho,43.6954,-116.354,7.36,0,0.0,0.0,0.1259842519685039,False,False
2026-09-05,US,Eagle Mountain,Utah,40.3144,-111.9849,2.14,0,0.0,0.0,0.0,False,False
2026-09-05,US,East Greenwich,Rhode Island,41.6604,-71.4559,6.01,0,0.0,0.0,0.0472440944881889,False,False
2026-09-05,US,Eden Prairie,Minnesota,44.8547,-93.4708,13.35,0,0.0,0.0,0.0,False,False
2026-09-05,US,Edmond,Oklahoma,35.6528,-97.4781,61.87,0,0.0,0.0,0.0,False,False
2026-09-05,US,Eliot,Maine,43.1531,-70.8001,3.8000000000000003,0,0.0,0.0,0.3897637795275591,True,True
2026-09-05,US,Elkhorn,Nebraska,41.345,-96.256,9.6,0,0.0,0.0,0.0078740157480314,False,False
2026-09-05,US,Essex Junction,Vermont,44.4906,-73.111,3.96,0,0.0,0.0,0.3307086614173228,True,True
2026-09-05,US,Eugene,Oregon,44.0521,-123.0868,20.85,0,0.0,0.0,0.2204724409448818,True,True
2026-09-05,US,Evanston,Illinois,42.0411,-87.6901,28.82,0,0.0,0.0,0.1141732283464566,False,False
2026-09-05,US,Ewa Beach,Hawaii,21.3156,-158.0072,26.87,0,0.0,0.0,0.0039370078740157,False,False
2026-09-05,US,Exeter,New Hampshire,42.9815,-70.9478,6.08,0,0.0,0.0,0.2519685039370078,True,True
2026-09-05,US,Fairbanks,Alaska,64.8378,-147.7164,3.6,0,0.0,0.0,0.3267716535433071,True,True
2026-09-05,US,Fairfax,Virginia,38.8462,-77.3064,47.75,0,0.0,0.0,0.0433070866141732,False,False
2026-09-05,US,Fairfield,Connecticut,41.1412,-73.2637,25.330000000000002,0,0.0,0.0,0.0590551181102362,False,False
2026-09-05,US,Fairhope,Alabama,30.523,-87.9033,15.95,0,0.0,0.0,0.0984251968503936,False,False
2026-09-05,US,Falmouth,Maine,43.7295,-70.242,6.78,0,0.0,0.0,0.0157480314960629,False,False
2026-09-05,US,Fargo,North Dakota,46.8772,-96.7898,10.68,0,0.0,0.0,0.0,False,False
2026-09-05,US,Fayetteville,Arkansas,36.0626,-94.1574,15.32,0,0.0,0.0,0.0,False,False
