Date,Region,City,State,Lat,Lon,Umbrella_Revenue,Umbrella_Units,Non_Umbrella_Revenue,Non_Umbrella_Units,Observed_Precip_In,Is_Rainy,Verified_Match
2026-09-06,US,Greenville,South Carolina,34.8526,-82.394,66.87,0,0.0,0.0,0.0826771653543307,False,False
2026-09-06,US,Greenwich,Connecticut,41.0265,-73.6285,78.68,0,0.0,0.0,0.1653543307086614,False,False
2026-09-06,US,Gulfport,Mississippi,30.3674,-89.0928,12.13,0,0.0,0.0,0.1259842519685039,False,False
2026-09-06,US,Hampton,New Hampshire,42.9376,-70.8389,10.89,0,0.0,0.0,0.0393700787401574,False,False
2026-09-06,US,Hattiesburg,Mississippi,31.3271,-89.2903,6.73,0,0.0,0.0,0.0708661417322834,False,False
2026-09-06,US,Henderson,Nevada,36.0397,-114.9819,41.32,0,0.0,0.0,0.1259842519685039,False,False
2026-09-06,US,Hoboken,New Jersey,40.744,-74.0324,56.54,0,0.0,0.0,0.0748031496062992,False,False
2026-09-06,US,Honolulu,Hawaii,21.3069,-157.8583,155.75,0,0.0,0.0,0.1102362204724409,False,False
2026-09-06,US,Houston,Texas,29.7633,-95.3633,516.91,12,0.0,0.0,0.6771653543307086,True,True
2026-09-06,US,Huntington,West Virginia,38.4192,-82.4452,9.3,0,0.0,0.0,0.0511811023622047,False,False
2026-09-06,US,Huntsville,Alabama,34.7304,-86.5859,55.41,0,0.0,0.0,0.0826771653543307,False,False
2026-09-06,US,Hurricane,West Virginia,38.4326,-82.0201,4.8,0,0.0,0.0,0.0629921259842519,False,False
2026-09-06,US,Hyde Park,Vermont,44.5939,-72.6165,3.87,0,0.0,0.0,0.2559055118110236,True,True
2026-09-06,US,Indianapolis,Indiana,39.7684,-86.158,89.92,0,0.0,0.0,0.0,False,False
2026-09-06,US,Iowa City,Iowa,41.6611,-91.5302,13.57,0,0.0,0.0,0.0,False,False
2026-09-06,US,Jackson,Mississippi,32.2988,-90.1848,7.48,0,0.0,0.0,0.0748031496062992,False,False
2026-09-06,US,Jersey City,New Jersey,40.7282,-74.0776,109.34,0,0.0,0.0,0.0748031496062992,False,False
2026-09-06,US,Jonesboro,Arkansas,35.8423,-90.7043,17.509999999999998,0,0.0,0.0,0.1062992125984252,False,False
2026-09-06,US,Kailua,Hawaii,21.4024,-157.7405,21.580000000000002,0,0.0,0.0,0.3385826771653543,True,True
2026-09-06,US,Kalispell,Montana,48.1958,-114.3129,6.76,0,0.0,0.0,0.4606299212598425,True,True
2026-09-06,US,Kaneohe,Hawaii,21.3999,-157.799,19.76,0,0.0,0.0,0.3385826771653543,True,True
2026-09-06,US,Kansas City,Missouri,39.0997,-94.5786,54.95,0,0.0,0.0,0.0157480314960629,False,False
2026-09-06,US,Knoxville,Tennessee,35.9606,-83.9207,77.03,0,0.0,0.0,0.0511811023622047,False,False
2026-09-06,US,Kuna,Idaho,43.4918,-116.4201,14.09,0,0.0,0.0,0.0039370078740157,False,False
2026-09-06,US,Lafayette,Louisiana,30.2241,-92.0198,45.64,0,0.0,0.0,0.0275590551181102,False,False
2026-09-06,US,Lake Oswego,Oregon,45.4207,-122.6706,33.75,0,0.0,0.0,0.2755905511811024,True,True
2026-09-06,US,Lancaster,Pennsylvania,40.0379,-76.3055,33.68,0,0.0,0.0,0.0,False,False
2026-09-06,US,Las Cruces,New Mexico,32.3123,-106.7783,13.32,0,0.0,0.0,0.0354330708661417,False,False
2026-09-06,US,Las Vegas,Nevada,36.175,-115.1372,112.32,0,0.0,0.0,0.0590551181102362,False,False
2026-09-06,US,Lawrence,Kansas,38.9717,-95.2352,13.08,0,0.0,0.0,0.0236220472440944,False,False
2026-09-06,US,Leawood,Kansas,38.9667,-94.6169,12.01,0,0.0,0.0,0.0472440944881889,False,False
2026-09-06,US,Lennox,South Dakota,43.3541,-96.892,3.43,0,0.0,0.0,0.3779527559055118,True,True
2026-09-06,US,Lewes,Delaware,38.7746,-75.1393,17.11,0,0.0,0.0,0.0866141732283464,False,False
2026-09-06,US,Lexington,Kentucky,37.9887,-84.4777,67.52,0,0.0,0.0,0.0787401574803149,False,False
2026-09-06,US,Lincoln,Nebraska,40.8,-96.667,19.72,0,0.0,0.0,0.0511811023622047,False,False
2026-09-06,US,Little Rock,Arkansas,34.7465,-92.2896,47.78,0,0.0,0.0,0.0157480314960629,False,False
2026-09-06,US,Littleton,Colorado,39.6133,-105.0166,30.41,0,0.0,0.0,0.0,False,False
2026-09-06,US,Los Alamos,New Mexico,35.8881,-106.307,6.01,0,0.0,0.0,0.0,False,False
2026-09-06,US,Los Angeles,California,34.0522,-118.2437,451.8,23,0.0,0.0,1.6141732283464567,True,True
2026-09-06,US,Louisville,Kentucky,38.2542,-85.7594,97.88,0,0.0,0.0,0.1417322834645669,False,False
2026-09-06,US,Macomb,Michigan,42.7009,-82.9591,17.419999999999998,0,0.0,0.0,0.0,False,False
2026-09-06,US,Madison,Alabama,34.6993,-86.7483,21.88,0,0.0,0.0,0.1220472440944882,False,False
2026-09-06,US,Madison,Mississippi,32.4618,-90.1154,13.95,0,0.0,0.0,0.2283464566929133,True,True
2026-09-06,US,Madison,South Dakota,44.0061,-97.114,2.34,0,0.0,0.0,0.5078740157480315,True,True
2026-09-06,US,Madison,Wisconsin,43.073,-89.4012,38.5,0,0.0,0.0,0.0039370078740157,False,False
2026-09-06,US,Manchester,New Hampshire,42.9956,-71.4548,15.76,0,0.0,0.0,0.0433070866141732,False,False
2026-09-06,US,Marietta,Georgia,33.9526,-84.5499,105.03,0,0.0,0.0,0.1338582677165354,False,False
2026-09-06,US,Memphis,Tennessee,35.1495,-90.049,59.73,0,0.0,0.0,0.1220472440944882,False,False
2026-09-06,US,Meridian,Idaho,43.6121,-116.3915,18.41,0,0.0,0.0,0.0039370078740157,False,False
2026-09-06,US,Mesa,Arizona,33.4223,-111.8226,25.830000000000002,0,0.0,0.0,0.0,False,False
2026-09-06,US,Metairie,Louisiana,29.9841,-90.1528,27.88,0,0.0,0.0,0.0118110236220472,False,False
2026-09-06,US,Miami,Florida,25.7743,-80.1937,505.08,6,0.0,0.0,0.5433070866141733,True,True
2026-09-06,US,Middlesboro,Kentucky,36.6084,-83.7166,4.3,0,0.0,0.0,0.2204724409448818,True,True
2026-09-06,US,Middletown,Delaware,39.4496,-75.7163,8.89,0,0.0,0.0,0.0118110236220472,False,False
2026-09-06,US,Mililani,Hawaii,21.4504,-158.015,16.7,0,0.0,0.0,0.0629921259842519,False,False
2026-09-06,US,Milwaukee,Wisconsin,43.0389,-87.9065,48.46,0,0.0,0.0,0.0,False,False
2026-09-06,US,Minneapolis,Minnesota,44.98,-93.2638,97.46,0,0.0,0.0,0.0,False,False
2026-09-06,US,Minnetonka,Minnesota,44.9133,-93.5033,12.56,0,0.0,0.0,0.0393700787401574,False,False
2026-09-06,US,Missoula,Montana,46.8722,-113.994,5.18,0,0.0,0.0,0.1535433070866141,False,False
2026-09-06,US,Mobile,Alabama,30.6944,-88.043,30.2,0,0.0,0.0,0.1023622047244094,False,False
2026-09-06,US,Morgantown,West Virginia,39.6295,-79.9559,19.06,0,0.0,0.0,0.0078740157480314,False,False
2026-09-06,US,Morristown,New Jersey,40.7968,-74.4815,37.89,0,0.0,0.0,0.0748031496062992,False,False
2026-09-06,US,Mount Pleasant,South Carolina,32.7941,-79.8626,39.37,0,0.0,0.0,0.0,False,False
2026-09-06,US,Myrtle Beach,South Carolina,33.6891,-78.8867,45.97,0,0.0,0.0,0.1496062992125984,False,False
2026-09-06,US,Naperville,Illinois,41.7859,-88.1473,56.56,0,0.0,0.0,0.0,False,False
2026-09-06,US,Naples,Florida,26.1423,-81.796,142.24,0,0.0,0.0,0.2559055118110236,True,True
2026-09-06,US,Nashua,New Hampshire,42.7654,-71.4676,16.03,0,0.0,0.0,0.0393700787401574,False,False
2026-09-06,US,Nashville,Tennessee,36.1659,-86.7844,132.3,0,0.0,0.0,0.0472440944881889,False,False
2026-09-06,US,New Canaan,Connecticut,41.1468,-73.4948,31.080000000000002,0,0.0,0.0,0.0551181102362204,False,False
2026-09-06,US,New Castle,Delaware,39.6595,-75.5636,18.44,0,0.0,0.0,0.0118110236220472,False,False
2026-09-06,US,New Orleans,Louisiana,29.9546,-90.0751,60.160000000000004,0,0.0,0.0,0.0118110236220472,False,False
2026-09-06,US,New York,New York,40.7143,-74.006,1458.72,95,0.0,0.0,0.0748031496062992,False,False
2026-09-06,US,Newark,Delaware,39.6837,-75.7497,20.04,0,0.0,0.0,0.0078740157480314,False,False
2026-09-06,US,Norman,Oklahoma,35.2226,-97.4395,21.3,0,0.0,0.0,0.0118110236220472,False,False
2026-09-06,US,North Las Vegas,Nevada,36.1989,-115.1175,3.93,0,0.0,0.0,0.0590551181102362,False,False
2026-09-06,US,Norwalk,Connecticut,41.1176,-73.4079,25.38,0,0.0,0.0,0.0905511811023622,False,False
2026-09-06,US,Oakland,California,37.8044,-122.2708,124.85,0,0.0,0.0,0.0,False,False
2026-09-06,US,Oklahoma City,Oklahoma,35.4676,-97.5164,42.94,0,0.0,0.0,0.0,False,False
2026-09-06,US,Olathe,Kansas,38.8814,-94.8191,21.580000000000002,0,0.0,0.0,0.0157480314960629,False,False
2026-09-06,US,Omaha,Nebraska,41.2563,-95.9404,43.3,0,0.0,0.0,0.7007874015748031,True,True
2026-09-06,US,Orlando,Florida,28.5383,-81.3792,182.04,0,0.0,0.0,0.515748031496063,True,True
2026-09-06,US,Overland Park,Kansas,38.9822,-94.6708,40.52,0,0.0,0.0,0.0551181102362204,False,False
2026-09-06,US,Paducah,Kentucky,37.0834,-88.6,15.540000000000001,0,0.0,0.0,0.0039370078740157,False,False
2026-09-06,US,Papillion,Nebraska,41.1544,-96.0422,7.01,0,0.0,0.0,0.4921259842519685,True,True
2026-09-06,US,Park City,Utah,40.6461,-111.498,13.56,0,0.0,0.0,0.0157480314960629,False,False
2026-09-06,US,Philadelphia,Pennsylvania,39.9524,-75.1636,203.8,2,0.0,0.0,0.0196850393700787,False,False
2026-09-06,US,Phoenix,Arizona,33.4484,-112.074,85.67,0,0.0,0.0,0.0,False,False
2026-09-06,US,Pittsburgh,Pennsylvania,40.4406,-79.9959,126.7,0,0.0,0.0,0.0,False,False
2026-09-06,US,Plymouth,Michigan,42.3714,-83.4702,20.19,0,0.0,0.0,0.0,False,False
2026-09-06,US,Plymouth,Minnesota,45.0105,-93.4555,22.6,0,0.0,0.0,0.0118110236220472,False,False
2026-09-06,US,Portland,Maine,43.6574,-70.2589,16.95,0,0.0,0.0,0.0590551181102362,False,False
2026-09-06,US,Portland,Oregon,45.5234,-122.6762,190.66,0,0.0,0.0,0.358267716535433,True,True
2026-09-06,US,Portsmouth,New Hampshire,43.077,-70.7577,9.72,0,0.0,0.0,0.0433070866141732,False,False
2026-09-06,US,Princeton,New Jersey,40.3487,-74.659,28.27,0,0.0,0.0,0.0669291338582677,False,False
2026-09-06,US,Providence,Rhode Island,41.824,-71.4128,27.56,0,0.0,0.0,0.1968503937007873,False,False
2026-09-06,US,Raleigh,North Carolina,35.7721,-78.6386,125.52,0,0.0,0.0,0.0944881889763779,False,False
2026-09-06,US,Rapid City,South Dakota,44.0805,-103.231,5.93,0,0.0,0.0,0.0039370078740157,False,False
2026-09-06,US,Reading,Massachusetts,42.5256,-71.0953,177.33,9,0.0,0.0,0.0433070866141732,False,False
2026-09-06,US,Reno,Nevada,39.5296,-119.8138,36.9,0,0.0,0.0,0.0,False,False
2026-09-06,US,Richmond,Virginia,37.5538,-77.4603,87.86,0,0.0,0.0,0.0078740157480314,False,False
2026-09-06,US,Rock Springs,Wyoming,41.5875,-109.2029,6.09,0,0.0,0.0,0.0,False,False
2026-09-06,US,Rockville,Maryland,39.084,-77.1528,38.31,0,0.0,0.0,0.0,False,False
2026-09-06,US,Rogers,Arkansas,36.332,-94.1185,19.11,0,0.0,0.0,0.0078740157480314,False,False
2026-09-06,US,Saint Charles,Missouri,38.7839,-90.4812,20.84,0,0.0,0.0,0.0,False,False
2026-09-06,US,Saint Louis,Missouri,38.6517,-90.2053,93.86,0,0.0,0.0,0.0,False,False
2026-09-06,US,Saint Paul,Minnesota,44.9444,-93.0933,49.1,0,0.0,0.0,0.0039370078740157,False,False
2026-09-06,US,Salem,Oregon,44.9429,-123.0351,19.68,0,0.0,0.0,0.5433070866141733,True,True
2026-09-06,US,Salt Lake City,Utah,40.7608,-111.891,31.53,0,0.0,0.0,0.0039370078740157,False,False
2026-09-06,US,San Antonio,Texas,29.4241,-98.4936,142.99,0,0.0,0.0,0.0078740157480314,False,False
2026-09-06,US,San Diego,California,32.7157,-117.1647,230.67000000000002,2,0.0,0.0,0.0984251968503936,False,False
2026-09-06,US,San Francisco,California,37.7749,-122.4194,465.41,19,0.0,0.0,0.0,False,False
2026-09-06,US,San Jose,California,37.3394,-121.895,182.89,1,0.0,0.0,0.0,False,False
2026-09-06,US,Sandy,Utah,40.5916,-111.8841,10.96,0,0.0,0.0,0.0,False,False
2026-09-06,US,Santa Fe,New Mexico,35.687,-105.9378,18.99,0,0.0,0.0,0.0,False,False
2026-09-06,US,Savannah,Georgia,32.0835,-81.0998,59.660000000000004,0,0.0,0.0,0.1299212598425196,False,False
2026-09-06,US,Scarborough,Maine,43.5781,-70.3217,11.26,0,0.0,0.0,0.0590551181102362,False,False
2026-09-06,US,Scottsdale,Arizona,33.5092,-111.899,69.76,0,0.0,0.0,0.0,False,False
2026-09-06,US,Seattle,Washington,47.6062,-122.3321,287.29,4,0.0,0.0,0.0,False,False
2026-09-06,US,Sheridan,Wyoming,44.7972,-106.9562,7.640000000000001,0,0.0,0.0,0.0,False,False
2026-09-06,US,Shreveport,Louisiana,32.5251,-93.7502,54.19,0,0.0,0.0,0.0118110236220472,False,False
2026-09-06,US,Silver Spring,Maryland,38.9907,-77.0261,41.04,0,0.0,0.0,0.0157480314960629,False,False
2026-09-06,US,Sioux Falls,South Dakota,43.55,-96.7003,11.35,0,0.0,0.0,0.2913385826771654,True,True
2026-09-06,US,Sitka,Alaska,57.0532,-135.3309,2.99,0,0.0,0.0,0.0472440944881889,False,False
2026-09-06,US,Somerville,Massachusetts,42.3876,-71.0995,34.01,0,0.0,0.0,0.0551181102362204,False,False
2026-09-06,US,South Burlington,Vermont,44.467,-73.171,8.68,0,0.0,0.0,0.1496062992125984,False,False
2026-09-06,US,South Jordan,Utah,40.5622,-111.9297,16.99,0,0.0,0.0,0.0,False,False
2026-09-06,US,Southaven,Mississippi,34.989,-90.0126,7.86,0,0.0,0.0,0.0748031496062992,False,False
2026-09-06,US,Spokane,Washington,47.6569,-117.425,18.02,0,0.0,0.0,0.0275590551181102,False,False
2026-09-06,US,Springfield,Missouri,37.2153,-93.2982,21.12,0,0.0,0.0,0.0590551181102362,False,False
2026-09-06,US,Stamford,Connecticut,41.0534,-73.5387,30.28,0,0.0,0.0,0.0787401574803149,False,False
2026-09-06,US,Staten Island,New York,40.5623,-74.1399,92.7,0,0.0,0.0,0.0669291338582677,False,False
2026-09-06,US,Stowe,Vermont,44.4653,-72.6846,6.05,0,0.0,0.0,0.405511811023622,True,True
2026-09-06,US,Tacoma,Washington,47.2529,-122.4443,41.71,0,0.0,0.0,0.0196850393700787,False,False
2026-09-06,US,Tampa,Florida,27.9475,-82.4584,129.81,0,0.0,0.0,0.1850393700787401,False,False
2026-09-06,US,Tijeras,New Mexico,35.0809,-106.3881,5.4,0,0.0,0.0,0.0,False,False
2026-09-06,US,Tucson,Arizona,32.2217,-110.9265,75.12,0,0.0,0.0,0.0,False,False
2026-09-06,US,Tulsa,Oklahoma,36.154,-95.9928,83.92,0,0.0,0.0,0.0078740157480314,False,False
2026-09-06,US,Vancouver,Washington,45.6387,-122.6615,50.73,0,0.0,0.0,0.1889763779527559,False,False
2026-09-06,US,Virginia Beach,Virginia,36.8529,-75.978,89.36,0,0.0,0.0,0.0472440944881889,False,False
2026-09-06,US,Warwick,Rhode Island,41.7001,-71.4162,8.709999999999999,0,0.0,0.0,0.1338582677165354,False,False
2026-09-06,US,Washington,District of Columbia,38.8951,-77.0364,328.65,5,0.0,0.0,0.0157480314960629,False,False
2026-09-06,US,Wasilla,Alaska,61.5809,-149.4415,1.87,0,0.0,0.0,0.0236220472440944,False,False
2026-09-06,US,Waukesha,Wisconsin,43.0117,-88.2315,12.33,0,0.0,0.0,0.0,False,False
2026-09-06,US,West Chester,Pennsylvania,39.961,-75.608,32.76,0,0.0,0.0,0.0118110236220472,False,False
2026-09-06,US,West Des Moines,Iowa,41.5772,-93.7113,10.36,0,0.0,0.0,0.6496062992125984,True,True
2026-09-06,US,West Fargo,North Dakota,46.875,-96.9004,7.36,0,0.0,0.0,0.34251968503937,True,True
2026-09-06,US,West Lafayette,Indiana,40.4259,-86.9081,17.06,0,0.0,0.0,0.0,False,False
2026-09-06,US,Westfield,New Jersey,40.659,-74.3474,34.58,0,0.0,0.0,0.0275590551181102,False,False
2026-09-06,US,Wheeling,West Virginia,40.064,-80.7209,10.69,0,0.0,0.0,0.0236220472440944,False,False
2026-09-06,US,Whitefish Bay,Wisconsin,43.1133,-87.9001,12.49,0,0.0,0.0,0.0,False,False
2026-09-06,US,Wichita,Kansas,37.6922,-97.3375,43.410000000000004,0,0.0,0.0,0.0,False,False
2026-09-06,US,Wilmette,Illinois,42.0722,-87.7228,30.67,0,0.0,0.0,0.0,False,False
2026-09-06,US,Wilmington,Delaware,39.746,-75.5466,51.75,0,0.0,0.0,0.0078740157480314,False,False
2026-09-06,US,Wilmington,North Carolina,34.2356,-77.946,58.58,0,0.0,0.0,0.2952755905511811,True,True
2026-09-07,CAN,Blainville,Quebec,45.6668,-73.8825,0.4,0,0.0,0.0,0.0,False,False
2026-09-07,CAN,Brossard,Quebec,45.4501,-73.4658,0.29,0,0.0,0.0,0.0,False,False
2026-09-07,CAN,Burnaby,British Columbia,49.2664,-122.9526,3.8,0,0.0,0.0,0.1496062992125984,False,False
2026-09-07,CAN,Calgary,Alberta,51.0501,-114.0853,6.19,0,0.0,0.0,0.468503937007874,True,True
2026-09-07,CAN,Cote-Saint-Luc,Quebec,45.4654,-73.6659,0.25,0,0.0,0.0,0.0,False,False
2026-09-07,CAN,Dartmouth,Nova Scotia,44.6713,-63.5772,0.12,0,0.0,0.0,0.0472440944881889,False,False
2026-09-07,CAN,Dieppe,New Brunswick,46.0784,-64.6874,0.46,0,0.0,0.0,0.0629921259842519,False,False
2026-09-07,CAN,Dorval,Quebec,45.4473,-73.7534,0.28,0,0.0,0.0,0.0,False,False
2026-09-07,CAN,Edmonton,Alberta,53.5501,-113.4687,2.65,0,0.0,0.0,0.0157480314960629,False,False
2026-09-07,CAN,Fredericton,New Brunswick,45.9454,-66.6656,0.14,0,0.0,0.0,0.0236220472440944,False,False
2026-09-07,CAN,Guelph,Ontario,43.5459,-80.256,1.11,0,0.0,0.0,0.0,False,False
2026-09-07,CAN,Halifax,Nova Scotia,44.6427,-63.5769,0.89,0,0.0,0.0,0.0511811023622047,False,False
2026-09-07,CAN,Headingley,Manitoba,49.8753,-97.409,0.12,0,0.0,0.0,0.1968503937007873,False,False
2026-09-07,CAN,Kingston,Ontario,44.2298,-76.481,0.78,0,0.0,0.0,0.0,False,False
2026-09-07,CAN,Markham,Ontario,43.8668,-79.2663,1.47,0,0.0,0.0,0.0,False,False
2026-09-07,CAN,Moncton,New Brunswick,46.0945,-64.7965,0.22,0,0.0,0.0,0.0118110236220472,False,False
2026-09-07,CAN,Montreal,Quebec,45.5088,-73.5878,3.63,0,0.0,0.0,0.0,False,False
2026-09-07,CAN,North Vancouver,British Columbia,49.3164,-123.0693,2.85,0,0.0,0.0,0.2047244094488189,True,True
2026-09-07,CAN,Ottawa,Ontario,45.4112,-75.6981,5.97,0,0.0,0.0,0.0,False,False
2026-09-07,CAN,Paradise,Newfoundland and Labrador,47.5333,-52.9667,0.14,0,0.0,0.0,0.1850393700787401,False,False
2026-09-07,CAN,Regina,Saskatchewan,50.4501,-104.6178,0.13,0,0.0,0.0,1.3858267716535435,True,True
2026-09-07,CAN,Saskatoon,Saskatchewan,52.1324,-106.6689,0.63,0,0.0,0.0,0.921259842519685,True,True
2026-09-07,CAN,St. Albert,Alberta,53.6334,-113.6353,0.32,0,0.0,0.0,0.0157480314960629,False,False
2026-09-07,CAN,St. John'S,Newfoundland and Labrador,47.5649,-52.7093,0.15,0,0.0,0.0,0.1456692913385827,False,False
2026-09-07,CAN,Surrey,British Columbia,49.1064,-122.8251,4.38,0,0.0,0.0,0.6023622047244095,True,True
2026-09-07,CAN,Toronto,Ontario,43.7064,-79.3986,18.28,1,0.0,0.0,0.0,False,False
2026-09-07,CAN,Vancouver,British Columbia,49.2497,-123.1193,14.0,0,0.0,0.0,0.1456692913385827,False,False
2026-09-07,CAN,Victoria,British Columbia,48.4359,-123.3516,3.31,0,0.0,0.0,0.0196850393700787,False,False
2026-09-07,CAN,Wainwright,Alberta,52.8348,-110.8534,0.1,0,0.0,0.0,0.5590551181102362,True,True
2026-09-07,CAN,West Baptiste,Alberta,54.7502,-113.5688,0.06,0,0.0,0.0,0.0078740157480314,False,False
2026-09-07,CAN,Winnipeg,Manitoba,49.8844,-97.147,0.68,0,0.0,0.0,0.2165354330708661,True,True
2026-09-07,CAN,Yellow Grass,Saskatchewan,49.8001,-104.1678,0.17,0,0.0,0.0,1.1771653543307086,True,True
2026-09-07,US,Aberdeen,South Dakota,45.4647,-98.4865,1.56,0,0.03,0.0,0.1417322834645669,False,False
2026-09-07,US,Albuquerque,New Mexico,35.0845,-106.6511,58.2,0,0.5700000000000001,0.0,0.0196850393700787,False,False
2026-09-07,US,Alexandria,Virginia,38.8048,-77.0469,158.59,0,1.62,0.0,0.0,False,False
2026-09-07,US,Alpharetta,Georgia,34.0754,-84.2941,49.5,0,0.51,0.0,0.0826771653543307,False,False
2026-09-07,US,Ames,Iowa,42.0347,-93.6199,8.99,0,0.09,0.0,0.2244094488188976,True,True
2026-09-07,US,Anchorage,Alaska,61.2181,-149.9003,14.27,0,0.15000000000000002,0.0,1.0984251968503935,True,True
2026-09-07,US,Ann Arbor,Michigan,42.2776,-83.7409,51.56,0,0.51,0.0,0.0,False,False
2026-09-07,US,Annapolis,Maryland,38.9786,-76.4918,36.15,0,0.36,0.0,0.0,False,False
2026-09-07,US,Appleton,Wisconsin,44.2619,-88.4154,11.36,0,0.12,0.0,0.0,False,False
2026-09-07,US,Arlington,Virginia,38.881,-77.1043,113.82,0,1.17,0.0,0.0,False,False
2026-09-07,US,Astoria,New York,40.772,-73.9301,51.06,0,0.51,0.0,0.0,False,False
2026-09-07,US,Atlanta,Georgia,33.749,-84.388,225.18,0,2.31,0.0,0.0905511811023622,False,False
2026-09-07,US,Aurora,Colorado,39.7294,-104.8319,25.07,0,0.27,0.0,0.0196850393700787,False,False
2026-09-07,US,Austin,Texas,30.2672,-97.7431,289.74,4,2.9699999999999998,0.0,0.0157480314960629,False,False
2026-09-07,US,Baltimore,Maryland,39.2904,-76.6122,69.46,0,0.72,0.0,0.0,False,False
2026-09-07,US,Bangor,Maine,44.7988,-68.7726,5.61,0,0.06,0.0,0.0,False,False
2026-09-07,US,Barrington,Rhode Island,41.7407,-71.3087,14.69,0,0.15000000000000002,0.0,0.0,False,False
2026-09-07,US,Baton Rouge,Louisiana,30.4433,-91.1875,78.05,0,0.81,0.0,0.0314960629921259,False,False
2026-09-07,US,Beaverton,Oregon,45.4871,-122.8037,22.67,0,0.24,0.0,0.0314960629921259,False,False
2026-09-07,US,Bellevue,Nebraska,41.1367,-95.8908,4.63,0,0.06,0.0,0.405511811023622,True,True
2026-09-07,US,Bellevue,Washington,47.6104,-122.2007,50.84,0,0.51,0.0,0.0472440944881889,False,False
2026-09-07,US,Bentonville,Arkansas,36.3728,-94.2088,26.03,0,0.24,0.0,0.0157480314960629,False,False
2026-09-07,US,Berkley,Massachusetts,41.8459,-71.0828,19.57,0,0.21000000000000002,0.0,0.0,False,False
2026-09-07,US,Bethesda,Maryland,38.9807,-77.1003,72.64,0,0.75,0.0,0.0,False,False
2026-09-07,US,Billings,Montana,45.7833,-108.5007,11.88,0,0.12,0.0,0.3070866141732283,True,True
2026-09-07,US,Birmingham,Alabama,33.5207,-86.8025,69.49,0,0.72,0.0,0.0236220472440944,False,False
2026-09-07,US,Bismarck,North Dakota,46.8083,-100.7837,5.19,0,0.06,0.0,0.1850393700787401,False,False
2026-09-07,US,Bloomfield Hills,Michigan,42.5836,-83.2455,33.89,0,0.36,0.0,0.0,False,False
2026-09-07,US,Bloomington,Indiana,39.1653,-86.5264,27.41,0,0.27,0.0,0.0,False,False
2026-09-07,US,Boca Raton,Florida,26.3587,-80.0831,112.2,0,1.17,0.0,0.6811023622047244,True,True
2026-09-07,US,Boise,Idaho,43.6135,-116.2034,31.1,0,0.30000000000000004,0.0,0.0511811023622047,False,False
2026-09-07,US,Boston,Massachusetts,42.3584,-71.0598,185.79,0,1.8900000000000001,0.0,0.0,False,False
2026-09-07,US,Bowling Green,Kentucky,36.9903,-86.4436,12.75,0,0.12,0.0,0.0,False,False
2026-09-07,US,Bozeman,Montana,45.6796,-111.0386,9.26,0,0.09,0.0,0.0354330708661417,False,False
2026-09-07,US,Broken Arrow,Oklahoma,36.0526,-95.7908,16.53,0,0.15000000000000002,0.0,0.0472440944881889,False,False
2026-09-07,US,Bronx,New York,40.8499,-73.8664,84.67,0,0.8400000000000001,0.0,0.0,False,False
2026-09-07,US,Brooklyn,New York,40.6501,-73.9496,732.05,46,7.5,0.0,0.0,False,False
2026-09-07,US,Burlington,Vermont,44.4759,-73.2121,6.75,0,0.06,0.0,0.0,False,False
2026-09-07,US,Cambridge,Massachusetts,42.3751,-71.1056,66.74,0,0.6900000000000001,0.0,0.0,False,False
2026-09-07,US,Carmel,Indiana,39.9784,-86.118,50.76,0,0.51,0.0,0.0,False,False
2026-09-07,US,Carson City,Nevada,39.1638,-119.7674,4.12,0,0.03,0.0,0.0,False,False
2026-09-07,US,Casper,Wyoming,42.8666,-106.3131,1.99,0,0.03,0.0,0.0196850393700787,False,False
2026-09-07,US,Cedar Rapids,Iowa,42.0083,-91.6441,18.61,0,0.18,0.0,0.0,False,False
2026-09-07,US,Chapel Hill,North Carolina,35.9132,-79.0558,43.800000000000004,0,0.44999999999999996,0.0,0.0,False,False
2026-09-07,US,Charleston,South Carolina,32.7763,-79.9328,60.11,0,0.6000000000000001,0.0,0.3622047244094488,True,True
2026-09-07,US,Charleston,West Virginia,38.3498,-81.6326,7.91,0,0.06,0.0,0.0,False,False
2026-09-07,US,Charlotte,North Carolina,35.2271,-80.8431,197.63,0,2.0100000000000002,0.0,0.0196850393700787,False,False
2026-09-07,US,Chattanooga,Tennessee,35.0456,-85.3097,34.339999999999996,0,0.36,0.0,0.2047244094488189,True,True
2026-09-07,US,Chesterfield,Missouri,38.6631,-90.5771,28.83,0,0.30000000000000004,0.0,0.0,False,False
2026-09-07,US,Cheyenne,Wyoming,41.14,-104.8202,9.4,0,0.09,0.0,0.1889763779527559,False,False
2026-09-07,US,Chicago,Illinois,41.85,-87.65,550.01,32,5.64,0.0,0.0,False,False
2026-09-07,US,Cincinnati,Ohio,39.1271,-84.5144,138.96,0,1.44,0.0,0.0,False,False
2026-09-07,US,Cleveland,Ohio,41.4995,-81.6954,28.009999999999998,0,0.30000000000000004,0.0,0.0,False,False
2026-09-07,US,Cody,Wyoming,44.5263,-109.0565,2.65,0,0.03,0.0,0.0118110236220472,False,False
2026-09-07,US,Coeur D'Alene,Idaho,47.6777,-116.7805,1.97,0,0.03,0.0,0.5826771653543308,True,True
2026-09-07,US,Colorado Springs,Colorado,38.8339,-104.8214,54.34,0,0.5700000000000001,0.0,0.0196850393700787,False,False
